0,1,2,3,4,5,6,7,8,9
29,1,,-11975,K(Dourado),C++11,paulo_random.cpp,judged,admin (1),NO - Wrong answer
30,1,,-11975,K(Dourado),Python3,paulo.py,judged,admin (1),NO - Wrong answer
31,1,,-11975,A(Branco polar),Java,A.java,judged,admin (1),YES
32,1,,-11916,B(Amarelo sol),C++,bruno.cpp,judged,admin (1),NO - Wrong language choice
33,1,,-11908,B(Amarelo sol),C++,cjc.cpp,judged,admin (1),YES
34,1,,-11902,B(Amarelo sol),Python3,fidel_py3.py,judged,admin (1),YES
35,1,,-11901,B(Amarelo sol),C++,fidel.cpp,judged,admin (1),YES
36,1,,-11901,B(Amarelo sol),C++,guilherme.cpp,judged,admin (1),NO - Compilation error
37,1,,-11901,B(Amarelo sol),Python2,lucchesi.py,judged,admin (1),NO - Wrong language choice
38,1,,-11900,B(Amarelo sol),Python3,paulo_py3.py,judged,admin (1),YES
39,1,,-11899,B(Amarelo sol),C++11,guilherme.cpp,judged,admin (1),YES
40,1,,-11897,B(Amarelo sol),Java,B.java,judged,admin (1),YES
41,1,,-11895,B(Amarelo sol),C++11,bruno1.cpp,judged,admin (1),NO - Time limit exceeded
42,1,,-11895,B(Amarelo sol),C++11,bruno2.cpp,judged,admin (1),NO - Time limit exceeded
43,1,,-11895,B(Amarelo sol),C++11,bruno3.cpp,judged,admin (1),NO - Time limit exceeded
44,1,,-11895,B(Amarelo sol),C++11,bruno4.cpp,judged,admin (1),NO - Time limit exceeded
45,1,,-11893,B(Amarelo sol),C++11,cjc_wrong.cpp,judged,admin (1),NO - Wrong answer
46,1,,-11891,C(Azul cobalto),C++11,bruno.cpp,judged,admin (1),YES
47,1,,-11891,C(Azul cobalto),Python3,fidel_py3.py,judged,admin (1),YES
48,1,,-11891,C(Azul cobalto),C++11,fidel.cpp,judged,admin (1),YES
49,1,,-11890,C(Azul cobalto),C++11,guilherme_hash.cpp,judged,admin (1),YES
50,1,,-11890,C(Azul cobalto),C++11,guilherme.cpp,judged,admin (1),YES
51,1,,-11890,C(Azul cobalto),Python3,lucchesi-merge.py,judged,juiz3 (1),NO - Time limit exceeded
52,1,,-11890,C(Azul cobalto),Python3,lucchesi.py,judged,admin (1),YES
53,1,,-11888,C(Azul cobalto),Java,C.java,judged,admin (1),YES
54,1,,-11886,C(Azul cobalto),C++11,bruno.cpp,judged,admin (1),NO - Time limit exceeded
55,1,,-11886,C(Azul cobalto),Python3,lucchesi-slow.py,judged,admin (1),NO - Time limit exceeded
56,1,,-11883,B(Amarelo sol),C++11,bruno.cpp,judged,admin (1),YES
57,1,,-11883,D(Pink),C++,andre.cpp,judged,admin (1),YES
58,1,,-11881,D(Pink),Python3,andre2.py,judged,admin (1),YES
59,1,,-11880,D(Pink),C++11,bruno1.cpp,judged,admin (1),YES
60,1,,-11879,D(Pink),C++11,bruno2.cpp,judged,admin (1),YES
61,1,,-11879,D(Pink),Python3,fidel_py3.py,judged,admin (1),YES
62,1,,-11879,D(Pink),C++11,fidel.cpp,judged,admin (1),YES
63,1,,-11878,D(Pink),C++11,guilherme.cpp,judged,admin (1),YES
64,1,,-11878,D(Pink),Python3,paulo_py3.py,judged,admin (1),YES
65,1,,-11876,D(Pink),Java,D.java,judged,admin (1),YES
66,1,,-11872,D(Pink),C++11,andre.cpp,judged,admin (1),NO - Wrong answer
67,1,,-11871,D(Pink),Java,D.java,judged,admin (1),NO - Time limit exceeded
68,1,,-11869,F(Roxo uva),Python3,fidel_py3.py,judged,admin (1),YES
69,1,,-11869,F(Roxo uva),C++11,fidel.cpp,judged,admin (1),YES
70,1,,-11869,F(Roxo uva),C++11,guilherme.cpp,judged,admin (1),YES
71,1,,-11868,F(Roxo uva),Python3,paulo_py3.py,judged,admin (1),YES
72,1,,-11867,J(Cafe brasil),C++11,bruno.cpp,judged,juiz3 (1),YES
73,1,,-11867,J(Cafe brasil),Python3,fidel_py3.py,judged,juiz5 (1),YES
74,1,,-11867,J(Cafe brasil),C++11,fidel.cpp,judged,juiz5 (1),YES
75,1,,-11867,J(Cafe brasil),C++11,guilherme.cpp,judged,juiz5 (1),YES
76,1,,-11866,J(Cafe brasil),Python3,paulo_py3.py,judged,juiz1 (1),YES
77,1,,-11864,J(Cafe brasil),Java,J.java,judged,juiz5 (1),YES
78,1,,-11863,J(Cafe brasil),Java,J.java,judged,juiz1 (1),YES
79,1,,-11863,J(Cafe brasil),Java,J.java,judged,admin (1),YES
80,1,,-11862,J(Cafe brasil),C++11,bruno.cpp,judged,juiz5 (1),NO - Time limit exceeded
81,1,,-11862,J(Cafe brasil),Python3,fidel_py3.py,judged,juiz1 (1),NO - Time limit exceeded
82,1,,-11861,J(Cafe brasil),Java,J.java,judged,juiz5 (1),NO - Wrong answer
83,1,,-11860,I(Vermelho quente),C++11,bruno.cpp,judged,juiz5 (1),YES
84,1,,-11860,I(Vermelho quente),Python3,fidel_py3.py,judged,juiz5 (1),NO - Time limit exceeded
85,1,,-11860,I(Vermelho quente),C++11,fidel.cpp,judged,juiz1 (1),YES
86,1,,-11860,I(Vermelho quente),C++11,guilherme.cpp,judged,juiz5 (1),YES
87,1,,-11860,I(Vermelho quente),C,lucchesi_c.c,judged,juiz5 (1),YES
88,1,,-11859,I(Vermelho quente),Java,I.java,judged,juiz5 (1),YES
89,1,,-11858,I(Vermelho quente),Java,I.java,judged,juiz1 (1),YES
90,1,,-11857,I(Vermelho quente),Java,bruno.java,judged,juiz3 (1),NO - File name mismatch
91,1,,-11857,I(Vermelho quente),Java,I.java,judged,juiz1 (1),NO - Time limit exceeded
92,1,,-11856,I(Vermelho quente),C++11,bruno1.cpp,judged,juiz3 (1),NO - Time limit exceeded
93,1,,-11856,I(Vermelho quente),C++11,bruno2.cpp,judged,juiz1 (1),NO - Time limit exceeded
94,1,,-11856,I(Vermelho quente),C++11,bruno3.cpp,judged,juiz3 (1),NO - Time limit exceeded
95,1,,-11856,I(Vermelho quente),Python3,lucchesi.py,judged,juiz3 (1),NO - Time limit exceeded
96,1,,-11853,F(Roxo uva),Python3,fidel.cpp,judged,juiz3 (1),NO - Wrong language choice
97,1,,-11852,F(Roxo uva),C++11,yonny.cpp,judged,juiz1 (1),YES
98,1,,-11850,F(Roxo uva),C++11,bruno.cpp,judged,admin (1),NO - Wrong answer
99,1,,-11849,H(Verde folha),C++11,bruno.cpp,judged,juiz1 (1),YES
100,1,,-11849,H(Verde folha),Python3,fidel_py3.py,judged,juiz1 (1),YES
101,1,,-11849,H(Verde folha),C++11,fidel.cpp,judged,juiz1 (1),YES
102,1,,-11848,H(Verde folha),C++11,guilherme.cpp,judged,juiz1 (1),YES
103,1,,-11848,H(Verde folha),Python3,lucchesi.py,judged,juiz1 (1),YES
104,1,,-11848,H(Verde folha),Python3,paulo_py3.py,judged,juiz1 (1),YES
105,1,,-11847,H(Verde folha),Java,H.java,judged,juiz1 (1),YES
106,1,,-11846,H(Verde folha),Java,H.java,judged,juiz1 (1),YES
107,1,,-11846,H(Verde folha),Java,H.java,judged,juiz1 (1),YES
108,1,,-11845,H(Verde folha),Java,H.java,judged,juiz1 (1),NO - Time limit exceeded
109,1,,-11845,H(Verde folha),C++11,guilherme-n2.cpp,judged,juiz1 (1),NO - Time limit exceeded
110,1,,-11845,H(Verde folha),C++11,bruno.cpp,judged,juiz1 (1),NO - Wrong answer
111,1,,-11844,H(Verde folha),Python3,fidel_py3.py,judged,juiz1 (1),NO - Wrong answer
112,1,,-11844,H(Verde folha),C++11,fidel_slow.cpp,judged,juiz1 (1),NO - Wrong answer
113,1,,-11844,H(Verde folha),C++11,paulo.cpp,judged,juiz1 (1),NO - Wrong answer
114,1,,-11842,G(Preto ebano),C++11,bruno.cpp,judged,juiz1 (1),YES
115,1,,-11842,G(Preto ebano),Python3,fidel_py3.py,judged,juiz1 (1),NO - Time limit exceeded
116,1,,-11842,G(Preto ebano),C++11,fidel.cpp,judged,juiz1 (1),YES
117,1,,-11841,G(Preto ebano),C++11,guilherme.cpp,judged,juiz1 (1),YES
118,1,,-11841,G(Preto ebano),C++11,lfdorelli_z_fast.cpp,judged,juiz1 (1),YES
119,1,,-11841,G(Preto ebano),Python3,lucchesi-faster.py,judged,juiz1 (1),YES
120,1,,-11841,G(Preto ebano),Python3,lucchesi.py,judged,juiz1 (1),YES
121,1,,-11840,G(Preto ebano),Python3,paulo_py3.py,judged,admin (1),YES
122,1,,-11839,G(Preto ebano),Java,G.java,judged,admin (1),YES
123,1,,-11839,G(Preto ebano),Java,G.java,judged,admin (1),YES
124,1,,-11838,G(Preto ebano),Java,G.java,judged,admin (1),YES
125,1,,-11837,G(Preto ebano),Java,G.java,judged,admin (1),NO - Time limit exceeded
126,1,,-11837,G(Preto ebano),Python3,fidel_py3_n2.py,judged,juiz2 (1),NO - Time limit exceeded
127,1,,-11837,G(Preto ebano),Python3,fidel_py3_re.py,judged,admin (1),NO - Time limit exceeded
128,1,,-11837,G(Preto ebano),C++11,lfdorelli_n2.cpp,judged,juiz2 (1),NO - Time limit exceeded
129,1,,-11836,G(Preto ebano),C++11,fidel_badhash.cpp,judged,juiz2 (1),NO - Wrong answer
130,1,,-11836,G(Preto ebano),C++11,fidel_re.cpp,judged,juiz2 (1),NO - Time limit exceeded
131,1,[UFRN] Bota mais um aí,3,A(Branco polar),C++11,A.cpp,judged,juiz1 (1),NO - Wrong answer
132,1,[USP-São Carlos] A Viagem de Shi Hero,4,A(Branco polar),C++,A.cpp,judged,juiz4 (1),YES
133,1,[CCL] Ez Game Ez Life,4,A(Branco polar),C++11,A.cpp,judged,juiz1 (1),YES
134,1,[UFSCar-Sorocaba] Knights of Nlogonia,4,A(Branco polar),C++,A.cpp,judged,juiz1 (1),YES
135,1,[UFRN] Ginga com Tapioca,5,A(Branco polar),C++,A.cpp,judged,juiz2 (1),YES
136,1,[UFPR] NomeProvisorioTrypanossoMestre,5,A(Branco polar),C++,a.cpp,judged,juiz1 (1),NO - Wrong answer
137,1,[CCL] VERÃO O ANO TODO,5,A(Branco polar),C++11,A.cpp,judged,juiz1 (1),YES
138,1,[UFPE] 0xE,5,A(Branco polar),C++,a.cpp,judged,juiz1 (1),YES
139,1,[UNITAU] Maledictus Avus Pepe,5,A(Branco polar),C++11,A.cpp,judged,juiz1 (1),YES
140,1,[FACOM-UFMS] Maze Coders,5,A(Branco polar),C++,A.cpp,judged,juiz1 (1),NO - Wrong answer
141,1,[UNICAMP] Veni Vidi Codi,5,A(Branco polar),C++,a.cpp,judged,juiz4 (1),YES
142,1,[UFG] Where are the monkeys?,5,A(Branco polar),C++,a.cpp,judged,juiz1 (1),NO - Wrong answer
143,1,[UFBA] Robério e Seu Teclado,5,A(Branco polar),C++11,A.cpp,judged,juiz4 (1),YES
144,1,[UFRN] Bota mais um aí,6,A(Branco polar),C++11,A.cpp,judged,juiz4 (1),YES
145,1,[CCL] Rumpelstiltskin,6,A(Branco polar),C++11,A.cpp,judged,juiz1 (1),YES
146,1,[URI-Erechim] URI Luminatti,6,A(Branco polar),C++,a.cpp,judged,juiz2 (1),YES
147,1,[CCL] Never Lucky,6,A(Branco polar),C++11,A.cpp,judged,juiz3 (1),YES
148,1,[UNIOESTE] Ops! Solução Trivial,6,A(Branco polar),C++,A.cpp,judged,juiz4 (1),YES
149,1,[CEFET-MG] Ceferberus,6,A(Branco polar),C++,a.cpp,judged,juiz1 (1),YES
150,1,[UNIFEI] Epic Sax Guys,6,A(Branco polar),C++,A.cpp,judged,juiz4 (1),YES
151,1,[CCL] deBuggers,6,A(Branco polar),C++,a.cpp,judged,juiz1 (1),NO - Wrong answer
152,1,[INATEL] stormtroop3rs,6,A(Branco polar),C++,A.cpp,judged,juiz4 (1),YES
153,1,[USP] Cadê o Baiano?,6,A(Branco polar),C++,a.cpp,judged,juiz3 (1),YES
154,1,[UFU] Medalha++,6,A(Branco polar),C++,test.cpp,judged,juiz1 (1),YES
155,1,[IFPB-JP] e-Coders,6,A(Branco polar),Python2,A.py,judged,juiz4 (1),YES
156,1,[UFAM] ICompUFAM-POG,6,A(Branco polar),C++,a.cpp,judged,juiz4 (1),YES
157,1,[CCL] Veterans Edition,6,A(Branco polar),C++,a.cpp,judged,juiz1 (1),YES
158,1,[UTFPR-PG] Bug Busters,6,A(Branco polar),C++,a.cpp,judged,juiz1 (1),YES
159,1,[UFSCar] vai_na.sort();,6,A(Branco polar),C++11,A.cpp,judged,juiz3 (1),YES
160,1,[Ceunes-UFES] TLE,6,A(Branco polar),C++,a.cpp,judged,juiz1 (1),NO - Wrong answer
161,1,[UECE] Pokecode Go,6,A(Branco polar),C++,A.cpp,judged,juiz4 (1),YES
162,1,[UFFS] AKM,6,A(Branco polar),C++,A.cpp,judged,juiz1 (1),NO - Wrong answer
163,1,[UFU-Monte Carmelo] Bit Please,7,A(Branco polar),C++,a.cpp,judged,juiz4 (1),YES
164,1,[UNESP-Bauru] UNESP Bauru,7,A(Branco polar),C++,a.cpp,judged,juiz3 (1),NO - Wrong answer
165,1,[UFRGS] Code Runners,7,A(Branco polar),C++11,A.cpp,judged,juiz4 (1),YES
166,1,[UFRJ] Esse é meu time,7,A(Branco polar),C++11,A.cpp,judged,juiz1 (1),YES
167,1,[DPI-UFV] Grafo de Botas,7,A(Branco polar),C++,a.cpp,judged,juiz1 (1),NO - Wrong answer
168,1,[UFS] Pra q nome?,8,A(Branco polar),C++,A.cpp,judged,juiz4 (1),NO - Wrong answer
169,1,[FATEC-São Paulo] Xtreme Go Horse Oriented,8,A(Branco polar),C++,A.cpp,judged,juiz2 (1),YES
170,1,[UnB/FGA] Teorema de Offson,8,A(Branco polar),C++11,A.cpp,judged,juiz1 (1),YES
171,1,[UDESC] Pollos Hermanos,8,A(Branco polar),C++,A.cpp,judged,juiz2 (1),YES
172,1,[IFSULMG-Muzambinho] Flecha no Joelho,8,A(Branco polar),C++11,a.cpp,judged,juiz2 (1),NO - Wrong answer
173,1,[UFG] Where are the monkeys?,8,A(Branco polar),C++,a.cpp,judged,juiz1 (1),YES
174,1,[Ceunes-UFES] TLE,8,A(Branco polar),C++,a.cpp,judged,juiz4 (1),YES
175,1,[ITA] Fast BIRL Transform,8,A(Branco polar),C++11,A.cpp,judged,juiz4 (1),YES
176,1,[UFPE] 0xE,8,F(Roxo uva),C++,f.cpp,judged,juiz1 (1),NO - Wrong answer
177,1,[UFCG] !xor&!,8,A(Branco polar),C++11,A.cpp,judged,juiz2 (1),YES
178,1,[UFPE] Wickaninnish,9,A(Branco polar),C++11,A.cpp,judged,juiz2 (1),YES
179,1,[UFFS] AKM,9,A(Branco polar),C++,A.cpp,judged,juiz1 (1),YES
180,1,[CCL] Rumpelstiltskin,9,F(Roxo uva),C++11,f.cpp,judged,juiz1 (1),YES
181,1,[UFPI] CAFEÍNA OVERFLOW,9,A(Branco polar),Python3,A.py,judged,juiz2 (1),YES
182,1,[UNIME] Sem net não da,9,A(Branco polar),C++,A.cpp,judged,juiz2 (1),NO - Wrong answer
183,1,[UnB] Turkeys,9,A(Branco polar),C++,A.cpp,judged,juiz1 (1),YES
184,1,[USP-São Carlos] Q,9,A(Branco polar),C++,A.cpp,judged,juiz2 (1),YES
185,1,[UFT] Valar Programmis,9,A(Branco polar),C++11,A.cpp,judged,juiz1 (1),YES
186,1,[IFCE] O importante é não zerar!,9,A(Branco polar),C++,A.cpp,judged,juiz2 (1),YES
187,1,[PUC-Rio] char mander;,9,A(Branco polar),C++11,A.cpp,judged,juiz2 (1),YES
188,1,[UNIJUI-Santa Rosa] Spyware,9,A(Branco polar),Java,A.java,judged,juiz2 (1),YES
189,1,[USJT] Scrumlambation,9,A(Branco polar),Java,A.java,judged,juiz1 (1),NO - Wrong answer
190,1,[UFPR] NomeProvisorioTrypanossoMestre,9,A(Branco polar),C++,a.cpp,judged,juiz1 (1),YES
191,1,[CCL] Queijo com goiabada,9,A(Branco polar),C,a.c,judged,juiz1 (1),NO - Wrong answer
192,1,[UFPel] Ta Serto,9,A(Branco polar),C++11,a.cpp,judged,juiz3 (1),YES
193,1,[CCL] A Fumada de Fourier,10,A(Branco polar),C++,A.cpp,judged,juiz2 (1),YES
194,1,[FACOM-UFMS] Maze Coders,10,A(Branco polar),C++,A.cpp,judged,juiz2 (1),YES
195,1,[UESB] Ursos sem Curso,10,A(Branco polar),C++,A.cpp,judged,juiz2 (1),YES
196,1,[CCL] Cabralgoritmo,10,A(Branco polar),Python2,A.py,judged,juiz1 (1),YES
197,1,[UFMG] Stenio Garcia,10,A(Branco polar),C++11,a.cc,judged,juiz1 (1),NO - Wrong answer
198,1,[CCL] Maluquise,11,A(Branco polar),C++,A.cpp,judged,juiz1 (1),YES
199,1,[IFSULMG-Muzambinho] Flecha no Joelho,11,A(Branco polar),C++11,a.cpp,judged,juiz1 (1),YES
200,1,[IME] Lorem Ipsum,11,A(Branco polar),C++11,a.cpp,judged,juiz1 (1),YES
201,1,[DPI-UFV] Grafo de Botas,11,A(Branco polar),C++,a.cpp,judged,juiz1 (1),YES
202,1,[UNICAMP] Veni Vidi Codi,11,F(Roxo uva),C++11,f.cpp,judged,juiz1 (1),YES
203,1,[UFPE] 0xE,12,F(Roxo uva),C++,f.cpp,judged,juiz1 (1),YES
204,1,[UFS] Pra q nome?,12,A(Branco polar),C++,A.cpp,judged,juiz1 (1),YES
205,1,[CCL] deBuggers,12,A(Branco polar),C++11,a.cpp,judged,juiz1 (1),YES
206,1,[CCL] santjuan's team,13,A(Branco polar),Java,A.java,judged,juiz2 (1),YES
207,1,[Pitágoras] Pitágoras 3,13,A(Branco polar),Java,A.java,judged,juiz1 (1),NO - Wrong answer
208,1,[IFTM-Patrocínio] Carvalhos,13,A(Branco polar),C++,A.cpp,judged,juiz1 (1),NO - Wrong answer
209,1,[UnB] Turkeys,13,F(Roxo uva),C++11,F.cpp,judged,juiz1 (1),YES
210,1,[FEI] Instinct,13,F(Roxo uva),C++,f.cpp,judged,juiz1 (1),NO - Runtime error
211,1,[UFMG] Stenio Garcia,13,A(Branco polar),C++11,a.cc,judged,juiz1 (1),YES
212,1,[UFBA] Robério e Seu Teclado,14,F(Roxo uva),C++11,F.cpp,judged,juiz4 (1),YES
213,1,[USJT] Scrumlambation,14,A(Branco polar),Java,A.java,judged,juiz2 (1),YES
214,1,[CCL] Never Lucky,14,F(Roxo uva),C++11,F.cpp,judged,juiz4 (1),YES
215,1,[UNIOESTE] Ops! Solução Trivial,14,F(Roxo uva),C++,F.cpp,judged,juiz4 (1),NO - Wrong answer
216,1,[CCL] Nuclear Coders,15,A(Branco polar),C++,a.cpp,judged,juiz4 (1),YES
217,1,[CCL] In rand() we trust!,15,A(Branco polar),C++,a.cpp,judged,juiz1 (1),YES
218,1,[USP] Cadê o Baiano?,15,F(Roxo uva),C++,f.cpp,judged,juiz4 (1),YES
219,1,[UNIFEI] Epic Sax Guys,15,F(Roxo uva),C++,F.cpp,judged,juiz1 (1),YES
220,1,[CCL] Absurdo Clássico e Fulano,15,A(Branco polar),C++,A.cpp,judged,juiz2 (1),YES
221,1,[UERJ] XOR,15,A(Branco polar),C++,A.cpp,judged,juiz2 (1),YES
222,1,[UTFPR-PG] Bug Busters,15,F(Roxo uva),C++,f.cpp,judged,juiz4 (1),YES
223,1,[UFCG] !xor&!,15,F(Roxo uva),C++11,F.cpp,judged,juiz1 (1),YES
224,1,[UNOESTE] Supermain Returns,15,A(Branco polar),C++,A.cpp,judged,juiz4 (1),YES
225,1,[UNITAU] Maledictus Avus Pepe,15,F(Roxo uva),C++,F.cpp,judged,juiz2 (1),YES
226,1,[CCL] Maluquise,15,F(Roxo uva),C++11,f.cpp,judged,juiz4 (1),YES
227,1,[UFRN] Ginga com Tapioca,16,F(Roxo uva),C++,A.cpp,judged,juiz1 (1),YES
228,1,[UNESP-Bauru] UNESP Bauru,16,A(Branco polar),C++,a.cpp,judged,juiz4 (1),NO - Wrong answer
229,1,[IME] Lorem Ipsum,16,F(Roxo uva),C++11,f.cpp,judged,juiz2 (1),YES
230,1,[CCL] Queijo com goiabada,16,A(Branco polar),C,A.c,judged,juiz2 (1),NO - Wrong answer
231,1,[UFSCar-Sorocaba] Knights of Nlogonia,16,F(Roxo uva),C++,F.cpp,judged,juiz2 (1),YES
232,1,[UNIOESTE] Ops! Solução Trivial,16,F(Roxo uva),C++,F.cpp,judged,juiz4 (1),YES
233,1,[ITA] Fast BIRL Transform,16,F(Roxo uva),C++,F.cpp,judged,juiz2 (1),YES
234,1,[URI-Erechim] URI Luminatti,16,F(Roxo uva),C++,f.cpp,judged,juiz1 (1),YES
235,1,[UDESC] Pollos Hermanos,16,F(Roxo uva),C++,F.cpp,judged,juiz1 (1),YES
236,1,[UFPR] NomeProvisorioTrypanossoMestre,16,F(Roxo uva),C++,f.cpp,judged,juiz1 (1),YES
237,1,[UFRJ] Esse é meu time,16,F(Roxo uva),C++11,F.cpp,judged,juiz1 (1),NO - Wrong answer
238,1,[UFU] Medalha++,17,F(Roxo uva),C++11,test.cpp,judged,juiz2 (1),YES
239,1,[UFPE] Wickaninnish,17,H(Verde folha),C++,H.cpp,judged,juiz1 (1),NO - Time limit exceeded
240,1,[UFFS] AKM,17,F(Roxo uva),C++,F.cpp,judged,juiz1 (1),NO - Wrong answer
241,1,[UNIME] Sem net não da,17,A(Branco polar),C++,A.cpp,judged,juiz4 (1),NO - Wrong answer
242,1,[UFG] Where are the monkeys?,17,F(Roxo uva),C++,f.cpp,judged,juiz4 (1),NO - Wrong answer
243,1,[UnB/FGA] Teorema de Offson,17,F(Roxo uva),C++11,F.cpp,judged,juiz4 (1),NO - Wrong answer
244,1,[USP-São Carlos] Q,17,F(Roxo uva),C++,F.cpp,judged,juiz1 (1),YES
245,1,[CCL] Veterans Edition,18,F(Roxo uva),C++,f.cpp,judged,juiz2 (1),YES
246,1,[DPI-UFV] Grafo de Botas,18,J(Cafe brasil),C++,j.cpp,judged,juiz2 (1),NO - Wrong answer
247,1,[CCL] santjuan's team,18,F(Roxo uva),Java,F.java,judged,juiz2 (1),YES
248,1,[Ceunes-UFES] TLE,18,F(Roxo uva),C++,f.cpp,judged,juiz2 (1),NO - Wrong answer
249,1,[UFFS] AKM,18,F(Roxo uva),C++,F.cpp,judged,juiz2 (1),NO - Wrong answer
250,1,[CEFET-MG] Ceferberus,19,F(Roxo uva),C++,f.cpp,judged,juiz1 (1),NO - Wrong answer
251,1,[UFRN] Bota mais um aí,19,K(Dourado),C++11,K.cpp,judged,juiz1 (1),NO - Wrong answer
252,1,[CCL] A Fumada de Fourier,19,F(Roxo uva),C++,F.cpp,judged,juiz1 (1),YES
253,1,[FAI] UaiFAI,19,A(Branco polar),C++,a.cpp,judged,juiz1 (1),YES
254,1,[UFPI] CAFEÍNA OVERFLOW,19,F(Roxo uva),Python3,F.py,judged,juiz1 (1),YES
255,1,[CCL] Rumpelstiltskin,20,B(Amarelo sol),C++11,B.cpp,judged,juiz1 (1),YES
256,1,[FACOM-UFMS] Maze Coders,20,B(Amarelo sol),C++,B.cpp,judged,juiz1 (1),NO - Wrong answer
257,1,[CCL] VERÃO O ANO TODO,20,F(Roxo uva),C++11,A.cpp,judged,juiz1 (1),YES
258,1,[CCL] Ez Game Ez Life,20,F(Roxo uva),C++11,F.cpp,judged,juiz1 (1),YES
259,1,[UFBA] Robério e Seu Teclado,20,H(Verde folha),C++11,H.cpp,judged,juiz1 (1),NO - Wrong answer
260,1,[UNIME] Sem net não da,20,A(Branco polar),C++,A.cpp,judged,juiz1 (1),NO - Wrong answer
261,1,[UFRJ] Esse é meu time,20,F(Roxo uva),C++11,F.cpp,judged,juiz1 (1),YES
262,1,[UFT] Valar Programmis,21,F(Roxo uva),C++11,F.cpp,judged,juiz1 (1),NO - Wrong answer
263,1,[CCL] Nuclear Coders,21,F(Roxo uva),C++,f.cpp,judged,juiz1 (1),NO - Wrong answer
264,1,[UFRGS] Code Runners,21,F(Roxo uva),C++11,F.cpp,judged,juiz1 (1),YES
265,1,[UFMG] Stenio Garcia,21,F(Roxo uva),C++11,f.cc,judged,juiz4 (1),YES
266,1,[CCL] deBuggers,21,F(Roxo uva),C++,f.cpp,judged,juiz1 (1),NO - Wrong answer
267,1,[UFFS] AKM,21,F(Roxo uva),C++,F.cpp,judged,juiz4 (1),YES
268,1,[IFPB-JP] e-Coders,22,F(Roxo uva),C++11,F.cpp,judged,juiz3 (1),YES
269,1,[UFPel] Ta Serto,22,F(Roxo uva),C++11,f.cpp,judged,juiz2 (1),YES
270,1,[UnB/FGA] Teorema de Offson,22,F(Roxo uva),C++11,F.cpp,judged,juiz2 (1),YES
271,1,[UFSCar] vai_na.sort();,22,F(Roxo uva),C++11,F.cpp,judged,juiz3 (1),NO - Wrong answer
272,1,[FEI] Instinct,23,F(Roxo uva),C++,f.cpp,judged,juiz2 (1),YES
273,1,[UFPE] Wickaninnish,23,F(Roxo uva),C++11,F.cpp,judged,juiz1 (1),YES
274,1,[IFCE] O importante é não zerar!,23,F(Roxo uva),C++,F.cpp,judged,juiz4 (1),NO - Wrong answer
275,1,[CEFET-MG] Ceferberus,24,F(Roxo uva),C++,f.cpp,judged,juiz1 (1),YES
