#,Site,User,Time,Problem,Language,Filename,Status,Judge (Site),Answer,AnswerBin,Penalty
66,1,[BR/UFRN] Voa Absurdo Classico!,27,F,C++,F.cpp,judged,juiz4 (1),YES,1,27
67,1,[BR/UECE] Gatinhos da UECE,27,F,C++,F.cpp,judged,juiz3 (1),NO - Wrong answer,0,0
68,1,[BR/UFMS] k-pivara,27,F,C++,F.cpp,judged,juiz2 (1),YES,1,27
69,1,[BR/UFG] Monkeys,27,F,C++,f.cpp,judged,juiz4 (1),YES,1,47
70,1,[BR/UFES] ETROPUS,27,F,C,F.c,judged,juiz4 (1),YES,1,47
71,1,[BR/FATEC-Sorocaba] 2B||!2B,28,F,C++,football.cpp,judged,juiz4 (1),NO - Wrong answer,0,0
72,1,[BR/UFG] Trainee,28,F,C++,f.cpp,judged,juiz3 (1),YES,1,28
73,1,[BR/UFPR] Ballong Misto de Trypanossoma,29,C,C++,C.cpp,judged,juiz3 (1),YES,1,44
74,1,[BR/UFRGS] BDR,29,F,C++,f.cpp,judged,juiz5 (1),NO - Wrong answer,0,0
75,1,[BR/UFSC] Gargamel s Team,31,F,C++,f.cc,judged,juiz4 (1),YES,1,51
76,1,[BR/UFSCar-Sorocaba] omelette du fromage,31,F,C++,f.cpp,judged,juiz3 (1),NO - Time limit exceeded,0,0
77,1,[BR/UFMG] Starters Edition,31,F,C++,g.cpp,judged,juiz4 (1),YES,1,31
78,1,[BR/IME] Timelino,31,F,C++,F.cpp,judged,juiz3 (1),YES,1,66
79,1,[BR/UFPEL] SucoDeLaranja,32,F,C,F.c,judged,juiz3 (1),NO - Wrong answer,0,0
80,1,[BR/UDESC] Noollab,34,F,C++,F.cpp,judged,juiz3 (1),NO - Wrong answer,0,0
81,1,[BR/USP] Bitelo,34,F,C++,f2.cpp,judged,juiz4 (1),YES,1,54
82,1,[BR/UFOP] The Doppler Effect,34,F,C++,footbal.cpp,judged,juiz4 (1),NO - Wrong answer,0,0
83,1,[BR/UNIVASF] Fire s Determination,34,F,C++,F.cpp,judged,juiz3 (1),NO - Wrong answer,0,0
84,1,[BR/IFTM] Modus Ponens Malditos,35,F,C,F.c,judged,juiz7 (1),NO - Wrong answer,0,0
85,1,[BR/FATEC-Sorocaba] 2B||!2B,35,F,C++,football.cpp,judged,juiz3 (1),YES,1,75
86,1,[UFPI] Alliance,35,F,C++,F.cpp,judged,juiz4 (1),NO - Wrong answer,0,0
87,1,[BR/UFRN] Kamikaze,35,F,C++,f.cpp,judged,juiz4 (1),NO - Wrong answer,0,0
88,1,[BR/UECE] Gatinhos da UECE,38,F,C++,F.cpp,judged,juiz4 (1),YES,1,58
89,1,[BR/IFCE] ADA,38,F,Java,F.java,judged,juiz4 (1),NO - Wrong answer,0,0
90,1,[BR/UFSCar-Sorocaba] omelette du fromage,38,F,C,f.c,judged,juiz5 (1),NO - Time limit exceeded,0,0
91,1,[BR/FATEC-Mogi] EQUIPISTOLA,38,F,Java,F.java,judged,juiz3 (1),YES,1,38
92,1,[BR/UFV] admin admin,39,F,C++,F.cpp,judged,juiz3 (1),NO - Wrong answer,0,0
93,1,[BR/UFRGS] BDR,39,F,C++,f.cpp,judged,juiz3 (1),YES,1,79
94,1,[BR/UFFS] The Morgans,39,F,C++,F.cpp,judged,juiz3 (1),NO - Wrong answer,0,0
95,1,[BR/UFMG] In rand() we trust!,39,C,C++,c.cpp,judged,juiz4 (1),YES,1,39
96,1,[BR/IFTM] Modus Ponens Malditos,39,F,C,F.c,judged,juiz3 (1),NO - Wrong answer,0,0
97,1,[BR/UPF] Funcionalidade Aleatoria,39,F,C++,F.cpp,judged,juiz5 (1),NO - Wrong answer,0,0
98,1,[BR/ITA] PlankITA,39,F,C++,F.cpp,judged,juiz3 (1),YES,1,39
99,1,[BR/UFPEL] SucoDeLaranja,39,F,C,F.c,judged,juiz3 (1),NO - Wrong answer,0,0
100,1,[BR/UFOP] The Doppler Effect,40,F,C++,footbal.cpp,judged,juiz2 (1),NO - Wrong answer,0,0
101,1,"[BR/UNITAU] 2 de porao, 1 de lab",40,F,C++,football.cpp,judged,juiz7 (1),YES,1,80
102,1,[BR/UDESC] Noollab,40,F,C++,F.cpp,judged,juiz4 (1),YES,1,60
103,1,[BR/UFRN] Kamikaze,41,F,C++,f.cpp,judged,juiz4 (1),YES,1,81
104,1,[BR/Unoeste] AG2,41,F,C++,F.CPP,judged,juiz5 (1),NO - Wrong answer,0,0
105,1,[BR/UNIVASF] Fire s Determination,42,F,C++,F.cpp,judged,juiz4 (1),YES,1,62
106,1,[BR/UFRJ] Hidden Markov Programmers,43,C,C++,C.cpp,judged,juiz5 (1),YES,1,89
107,1,[BR/UFU] Coelhos de dentes afiados,43,F,C++,F.cpp,judged,juiz2 (1),NO - Wrong answer,0,0
108,1,[BR/USP-Sao Carlos] aHHHH entaum tah baoum,43,C,C++,C.cpp,judged,juiz4 (1),YES,1,64
109,1,[BR/UFOP] The Doppler Effect,44,F,C++,footbal.cpp,judged,juiz3 (1),NO - Wrong answer,0,0
110,1,[BR/UNILINS] #kabumba,44,F,C++,f.cpp,judged,juiz3 (1),YES,1,44
111,1,[BR/UFPE] Nao e so pelos 20 minutos,44,C,C++,C.cpp,judged,juiz4 (1),YES,1,69
112,1,[BR/Unicamp] I Triple Dare You,44,C,C++,c.cpp,judged,juiz3 (1),YES,1,60
113,1,[BR/UFSCar-Sorocaba] omelette du fromage,44,F,C,f.c,judged,juiz2 (1),YES,1,104
114,1,[BR/UFPE] =(,46,A,C++,A.cpp,judged,juiz4 (1),YES,1,81
115,1,[BR/Fatec Lins] SoFaltatestar,47,F,C++,F.cpp,judged,juiz4 (1),YES,1,47
116,1,[BR/UFFS] The Morgans,47,F,C++,F.cpp,judged,juiz4 (1),NO - Wrong answer,0,0
117,1,[BR/IFCE] ADA,48,F,Java,F.java,judged,juiz4 (1),NO - Wrong answer,0,0
118,1,[BR/UFU] Coelhos de dentes afiados,48,F,C++,F.cpp,judged,juiz3 (1),NO - Wrong answer,0,0
119,1,[BR/UFOP] The Doppler Effect,49,F,C++,footbal.cpp,judged,juiz4 (1),YES,1,109
120,1,[BR/UTFPR] MVVC,50,F,C++,F.cpp,judged,juiz3 (1),NO - Wrong answer,0,0
121,1,[BR/UFSCar] Deggub,50,F,C++,F.cpp,judged,juiz5 (1),YES,1,50
122,1,[BR/UFMG] In rand() we trust!,51,F,C++,f.cpp,judged,juiz3 (1),YES,1,110
123,1,[BR/UFV] admin admin,53,F,C++,F.cpp,judged,juiz2 (1),YES,1,73
124,1,[UFPI] Alliance,54,F,C++,F.cpp,judged,juiz3 (1),YES,1,94
125,1,[BR/Unicamp] All in,55,C,C++,c.cpp,judged,juiz3 (1),YES,1,74
126,1,[BR/USP] Bpyym,55,F,C++,F.cpp,judged,juiz3 (1),YES,1,55
127,1,[BR/UFRGS] BDR,55,C,C++,c.cpp,judged,juiz2 (1),YES,1,134
128,1,[BR/USP] Bitelo,56,C,C++,c.cpp,judged,juiz4 (1),YES,1,110
129,1,"[BR/UFCG] Calma pessoal, calma...",56,C,C++,C.cpp,judged,juiz4 (1),YES,1,76
130,1,[BR/IFTM] Modus Ponens Malditos,57,F,C++,F.cpp,judged,juiz4 (1),NO - Wrong answer,0,0
131,1,[BR/USP] Bpyym,57,A,C++,a.cpp,judged,juiz4 (1),YES,1,112
132,1,[BR/UVA] Startup,57,F,C++,F.cpp,judged,juiz3 (1),NO - Wrong answer,0,0
133,1,[BR/UFRN] Voa Absurdo Classico!,57,C,C++,C.cpp,judged,juiz3 (1),YES,1,84
134,1,[BR/UFFS] The Morgans,58,F,C++,F.cpp,judged,juiz4 (1),YES,1,98
135,1,[BR/UFCG] Coders Gonna Code,58,C,C++,C.cpp,judged,juiz4 (1),YES,1,69
136,1,[BR/UVA] Startup,60,F,C++,F.cpp,judged,juiz3 (1),NO - Wrong answer,0,0
137,1,[BR/Unis] BCC A,60,F,C++,f.cxx,judged,juiz4 (1),NO - Time limit exceeded,0,0
138,1,[BR/UFSCar-Sorocaba] omelette du fromage,62,G,C++,g.cpp,judged,juiz2 (1),NO - Wrong answer,0,104
139,1,[BR/UFMG] Starters Edition,62,C,C++,c.cpp,judged,juiz2 (1),YES,1,93
140,1,[BR/Unoeste] AG2,64,F,C++,F.CPP,judged,juiz2 (1),NO - Wrong answer,0,0
141,1,[BR/UFMT-Araguaia] HUEHUE BR,65,F,C++,F.cpp,judged,juiz2 (1),NO - Runtime error,0,0
142,1,[BR/UFRN] Voa Absurdo Classico!,65,H,C++,H.cpp,judged,juiz3 (1),NO - Time limit exceeded,0,84
143,1,[BR/UFRJ] #YesWeCan read you mail,65,C,C++,C.cpp,judged,juiz2 (1),YES,1,111
144,1,[BR/UFPEL] SucoDeLaranja,65,F,C,F.c,judged,juiz5 (1),YES,1,105
145,1,[BR/UFPE] Nao e so pelos 20 minutos,65,A,C++,A.cpp,judged,juiz3 (1),YES,1,134
146,1,[BR/PUC Rio] PUC-Rio 2,67,F,C++,F.cpp,judged,juiz2 (1),NO - Wrong answer,0,0
147,1,"[BR/UNITAU] 2 de porao, 1 de lab",68,A,C++,rooks.cpp,judged,juiz2 (1),NO - Time limit exceeded,0,80
148,1,[BR/Unicamp] I Triple Dare You,69,A,C++,a.cpp,judged,juiz3 (1),NO - Runtime error,0,60
149,1,Juiz 4,69,F,C++,test.cpp,judged,juiz2 (1),NO - Time limit exceeded,0,0
150,1,[BR/USP-Sao Carlos] Ntemtempabobagi,69,A,C++,A.cpp,judged,juiz2 (1),YES,1,122
151,1,[BR/UFSCar-Sorocaba] omelette du fromage,70,G,C++,g.cpp,judged,juiz7 (1),NO - Wrong answer,0,104
152,1,[BR/PUC Rio] PUC-Rio 2,71,F,C++,F.cpp,judged,juiz5 (1),NO - Wrong answer,0,0
153,1,[BR/UFPR] Ballong Misto de Trypanossoma,71,D,C++,D.cpp,judged,juiz2 (1),NO - Wrong answer,0,44
154,1,[BR/UECE] Gatinhos da UECE,71,A,C++,A.cpp,judged,juiz2 (1),NO - Wrong answer,0,58
155,1,[BR/Unicamp] I Triple Dare You,71,G,C++,g.cpp,judged,juiz5 (1),NO - Time limit exceeded,0,60
156,1,[BR/UFMT-Araguaia] HUEHUE BR,72,F,C++,F.cpp,judged,juiz2 (1),NO - Runtime error,0,0
157,1,[BR/USP] Bitelo,72,A,C++,a.cpp,judged,juiz2 (1),NO - Runtime error,0,110
158,1,[BR/IFTM] Modus Ponens Malditos,72,F,C++,F.cpp,judged,juiz2 (1),YES,1,132
159,1,[BR/Unicamp] I Triple Dare You,73,A,C++,a.cpp,judged,juiz2 (1),YES,1,153
160,1,[BR/UFPA] ClubeDosCanalhas,74,F,Java,F.java,judged,juiz3 (1),NO - Wrong answer,0,0
161,1,[BR/PUC Rio] PUC-Rio 2,75,F,C++,F.cpp,judged,juiz5 (1),YES,1,115
162,1,[BR/UFU] Coelhos de dentes afiados,76,F,C++,F.cpp,judged,juiz2 (1),NO - Wrong answer,0,0
163,1,[BR/IFCE] ADA,76,G,Java,G.java,judged,juiz2 (1),NO - Wrong answer,0,0
164,1,[BR/USP] Bitelo,77,A,C++,a.cpp,judged,juiz7 (1),YES,1,207
165,1,[BR/UPF] Funcionalidade Aleatoria,77,F,C++,F.cpp,judged,juiz2 (1),YES,1,97
166,1,[BR/UVA] Startup,77,A,C++,A.cpp,judged,juiz2 (1),NO - Wrong answer,0,0
167,1,[BR/UFPA] ClubeDosCanalhas,79,F,Java,F.java,judged,juiz2 (1),YES,1,99
168,1,[BR/UECE] Gatinhos da UECE,79,A,C++,A.cpp,judged,juiz2 (1),NO - Wrong answer,0,58
169,1,[BR/IME] Timelino,79,A,C++,A.cpp,judged,juiz2 (1),NO - Runtime error,0,66
170,1,[BR/Unicamp] I Triple Dare You,80,G,C++,g.cpp,judged,juiz4 (1),NO - Time limit exceeded,0,153
171,1,[BR/ITA] CPF na nota?,80,C,C++,counting.cpp,judged,juiz4 (1),YES,1,94
172,1,[BR/UFG] Monkeys,81,C,C++,c.cpp,judged,juiz3 (1),YES,1,128
173,1,[BR/IFCE] ADA,81,F,Java,F.java,judged,juiz2 (1),NO - Wrong answer,0,0
174,1,[BR/USP-Sao Carlos] aHHHH entaum tah baoum,82,G,C++,G.cpp,judged,juiz3 (1),NO - Wrong answer,0,64
175,1,[BR/USP] Bpyym,83,C,C++,c.cpp,judged,juiz4 (1),YES,1,195
176,1,[BR/UFRJ] Hidden Markov Programmers,84,A,C++,A.cpp,judged,juiz5 (1),NO - Runtime error,0,89
177,1,[BR/Unis] BCC A,84,G,C++,g.cxx,judged,juiz2 (1),NO - Wrong answer,0,0
178,1,[BR/FATEC-Sorocaba] 2B||!2B,85,A,C++,a.cpp,judged,juiz2 (1),NO - Wrong answer,0,75
179,1,[BR/USP-Sao Carlos] Ntemtempabobagi,85,G,C++,G.cpp,judged,juiz5 (1),YES,1,207
180,1,[BR/UFCG] Coders Gonna Code,86,A,C++,A.cpp,judged,juiz4 (1),NO - Runtime error,0,69
181,1,[BR/UFRJ] Hidden Markov Programmers,88,A,C++,A.cpp,judged,juiz3 (1),YES,1,197
182,1,[BR/UFU] Coelhos de dentes afiados,88,F,C++,F.cpp,judged,juiz3 (1),NO - Wrong answer,0,0
183,1,[BR/UFMT-Araguaia] HUEHUE BR,88,F,Java,F.java,judged,juiz4 (1),YES,1,128
184,1,[BR/Unis] BCC A,88,F,C++,f.cxx,judged,juiz3 (1),NO - Time limit exceeded,0,0
185,1,[BR/ITA] CPF na nota?,88,A,C++,rooks.cpp,judged,juiz4 (1),YES,1,182
186,1,[BR/PUC Rio] PUC-Rio 2,88,C,C++,C.cpp,judged,juiz4 (1),YES,1,203
187,1,[BR/UECE] Gatinhos da UECE,88,A,C++,A.cpp,judged,juiz5 (1),NO - Wrong answer,0,58
188,1,[BR/Unicamp] I Triple Dare You,90,G,C++,g.cpp,judged,juiz4 (1),YES,1,283
189,1,[BR/UTFPR] MVVC,90,F,C++,F.cpp,judged,juiz3 (1),NO - Wrong answer,0,0
190,1,[BR/UNIR] TeamName,92,F,C,F.c,judged,juiz3 (1),NO - Wrong answer,0,0
191,1,[BR/Facit] Facit 1,92,F,C++,F.cpp,judged,juiz4 (1),NO - Wrong answer,0,0
192,1,[BR/UFPE] =(,93,E,C++,E.cpp,judged,juiz7 (1),NO - Wrong answer,0,81
193,1,[BR/Unis] BCC A,94,F,C++,f.cxx,judged,juiz2 (1),NO - Time limit exceeded,0,0
194,1,[BR/UFCG] Coders Gonna Code,97,A,C++,A.cpp,judged,juiz4 (1),NO - Runtime error,0,69
195,1,[BR/UVA] Startup,99,F,C++,F.cpp,judged,juiz3 (1),NO - Time limit exceeded,0,0
196,1,[BR/FPU] Avengers,99,G,Java,G.java,judged,juiz4 (1),NO - Wrong answer,0,0
197,1,"[BR/UNITAU] 2 de porao, 1 de lab",99,A,C++,rooks.cpp,judged,juiz3 (1),NO - Wrong answer,0,80
198,1,[BR/UFPE] Nao e so pelos 20 minutos,99,G,C++,G.cpp,judged,juiz4 (1),YES,1,233
199,1,"[BR/UFCG] Calma pessoal, calma...",99,A,C++,A.cpp,judged,juiz2 (1),YES,1,175
200,1,[BR/ITA] PlankITA,101,C,C++,C.cpp,judged,juiz3 (1),YES,1,140
201,1,[BR/Unis] BCC A,101,F,C++,f.cxx,judged,juiz3 (1),NO - Wrong answer,0,0
202,1,[BR/UFFS] The Morgans,102,C,C,C.c,judged,juiz3 (1),YES,1,200
203,1,[BR/UFSCar-Sorocaba] omelette du fromage,102,A,C++,a.cpp,judged,juiz2 (1),NO - Wrong answer,0,104
204,1,[BR/UFV] admin admin,102,B,C++,B.cpp,judged,juiz2 (1),NO - Time limit exceeded,0,73
205,1,[BR/UFU] Coelhos de dentes afiados,103,F,C++,F.cpp,judged,juiz4 (1),YES,1,183
206,1,[BR/Facit] Facit 1,104,F,C++,F.cpp,judged,juiz3 (1),NO - Wrong answer,0,0
207,1,[BR/USP] Bitelo,104,G,C++,g.cpp,judged,juiz4 (1),YES,1,311
208,1,[BR/IME] Timelino,105,A,C++,A.cpp,judged,juiz3 (1),YES,1,191
209,1,[BR/UFU] Coelhos de dentes afiados,105,C,C++,C.cpp,judged,juiz3 (1),YES,1,288
210,1,[BR/UVA] Startup,105,F,C++,F.cpp,judged,juiz4 (1),NO - Time limit exceeded,0,0
211,1,[BR/USP-Sao Carlos] Ntemtempabobagi,107,E,C++,E.cpp,judged,juiz4 (1),YES,1,314
212,1,[BR/UFRN] Voa Absurdo Classico!,107,A,C++,A.cpp,judged,juiz4 (1),NO - Runtime error,0,84
213,1,[BR/UFRN] Kamikaze,107,C,C++,C.cpp,judged,juiz3 (1),YES,1,188
214,1,[BR/UFPR] Ballong Misto de Trypanossoma,108,A,C++,A.cpp,judged,juiz2 (1),NO - Wrong answer,0,44
215,1,[BR/Unis] BCC A,109,F,C++,f.cxx,judged,juiz4 (1),NO - Time limit exceeded,0,0
216,1,[BR/USP] Bitelo,112,E,C++,e.cpp,judged,juiz3 (1),NO - Wrong answer,0,311
217,1,[BR/UNIFEI] Os Feras do Paranaue,116,C,C++,C.cpp,judged,juiz3 (1),YES,1,134
218,1,[BR/Unoeste] AG2,116,F,C++,f.cpp,judged,juiz2 (1),NO - Wrong answer,0,0
219,1,[BR/USP-Sao Carlos] Ntemtempabobagi,117,D,C++,D.cpp,judged,juiz4 (1),YES,1,431
220,1,[BR/UFRN] Voa Absurdo Classico!,117,A,C++,A.cpp,judged,juiz4 (1),NO - Runtime error,0,84
221,1,[BR/IFCE] ADA,117,F,Java,F.java,judged,juiz3 (1),NO - Wrong answer,0,0
222,1,[BR/UTFPR] MVVC,119,F,C++,F.cpp,judged,juiz4 (1),NO - Wrong answer,0,0
223,1,[BR/UNIR] TeamName,120,F,C,football.c,judged,juiz2 (1),NO - Wrong answer,0,0
224,1,[BR/USP] Bitelo,120,E,C++,e.cpp,judged,juiz3 (1),YES,1,451
225,1,[BR/UFES] ETROPUS,122,G,C++,G.cpp,judged,juiz4 (1),NO - Time limit exceeded,0,47
226,1,[BR/UFCG] Coders Gonna Code,123,A,C++,A.cpp,judged,juiz4 (1),YES,1,232
227,1,[BR/ITA] CPF na nota?,125,G,C++,ultra.cpp,judged,juiz3 (1),NO - Wrong answer,0,182
228,1,[BR/UFRJ] #YesWeCan read you mail,125,A,C++,A.cpp,judged,juiz3 (1),YES,1,236
229,1,[BR/Facit] Facit 1,126,G,C++,G.cpp,judged,juiz2 (1),NO - Wrong answer,0,0
230,1,[BR/UFPE] Nao e so pelos 20 minutos,126,E,C++,E.cpp,judged,juiz2 (1),NO - Wrong answer,0,233
231,1,[BR/USP] Bpyym,128,G,C++,g.cpp,judged,juiz3 (1),NO - Wrong answer,0,195
232,1,[BR/UNIR] TeamName,128,F,C,football.c,judged,juiz3 (1),NO - Wrong answer,0,0
233,1,[BR/IME] Timelino,128,G,C++,G.cpp,judged,juiz2 (1),NO - Wrong answer,0,191
234,1,[BR/Unis] BCC A,129,F,C++,f.cxx,judged,juiz3 (1),NO - Time limit exceeded,0,0
235,1,[BR/UFRN] Voa Absurdo Classico!,130,A,C++,A.cpp,judged,juiz4 (1),NO - Wrong answer,0,84
236,1,[BR/IFCE] ADA,131,F,Java,F.java,judged,juiz4 (1),NO - Wrong answer,0,0
237,1,[BR/UVA] Startup,131,F,C++,F.cpp,judged,juiz4 (1),NO - Time limit exceeded,0,0
238,1,[UFPI] Alliance,133,E,C++,E.cpp,judged,juiz4 (1),NO - Time limit exceeded,0,94
239,1,[BR/UFSCar-Sorocaba] omelette du fromage,133,G,C++,g2.cpp,judged,juiz4 (1),NO - Wrong answer,0,104
240,1,[BR/UNIR] TeamName,134,E,C,eleven.c,judged,juiz4 (1),NO - Compilation error,0,0
241,1,[BR/ITA] CPF na nota?,134,G,C++,ultra.cpp,judged,juiz5 (1),YES,1,336
242,1,[BR/UFPR] Ballong Misto de Trypanossoma,135,G,C++,G.cpp,judged,juiz4 (1),NO - Wrong answer,0,44
243,1,[BR/Unis] BCC A,135,F,C++,f.cxx,judged,juiz4 (1),NO - Time limit exceeded,0,0
244,1,[BR/UFPE] =(,136,E,C++,E.cpp,judged,juiz3 (1),YES,1,237
245,1,"[BR/UNITAU] 2 de porao, 1 de lab",137,A,C++,rooks.cpp,judged,juiz5 (1),NO - Wrong answer,0,80
246,1,[BR/UVA] Startup,138,F,C++,F.cpp,judged,juiz3 (1),NO - Time limit exceeded,0,0
