#,Site,User,Time,Problem,Language,Filename,Status,Judge (Site),Answer,AnswerBin,Penalty
202092643,101,"[UCG] One balloon at a time, please!",10,H,C++11,h.cpp,judged,teambrbr46 (101),YES,1,10
202168244,101,[UFV-DPI] Teoria dos Papibaquígrafos,10,H,C++11,h.cpp,judged,teambrbr36 (101),YES,1,10
202180145,101,[USP-São Carlos] Trei Linha,10,E,C++11,e.cpp,judged,teambrbr55 (101),YES,1,10
202225246,101,[UFPI] Cafeína Overflow,10,H,C++11,H.cpp,judged,teambrbr27 (101),YES,1,10
202419947,101,[CEFET-MG-C2] Ceferberus,10,H,C++11,h.cpp,judged,teambrbr8 (101),YES,1,10
202452848,101,[UNIOESTE-Foz do Iguaçu] That Was Easy,10,H,C++11,H.cpp,judged,teambrbr62 (101),YES,1,10
202544749,101,[UPF] Skynet dos Pampas,10,H,C++11,H.cpp,judged,teambrbr6 (101),YES,1,10
202676450,101,[UNICAMP] Six Balls,11,H,C++11,h.cpp,judged,teambrbr31 (101),YES,1,11
202773451,101,[ESPM] Array of Thrones,11,H,Java,H.java,judged,teambrbr65 (101),YES,1,11
202880652,101,[IFTM-UPT] D_bug,11,H,C++11,H.cxx,judged,teambrbr28 (101),YES,1,11
202965753,101,[FACOM-UFMS] Só queria fazer joguinho,11,H,Python3,H.py3,judged,teambrbr63 (101),YES,1,11
203147654,101,[UTFPR-Ponta Grossa] BugBusters,11,H,C++11,h.cpp,judged,teambrbr58 (101),YES,1,11
203284755,101,[FATEC-São Paulo] TLEfobia,12,H,C++11,main.cpp,judged,teambrbr70 (101),YES,1,12
203344156,101,[UFPE] ALT,12,H,C++11,h.cpp,judged,teambrbr12 (101),YES,1,12
203750257,101,[FEI] Desistiu???,12,H,C++11,h.cpp,judged,teambrbr1 (101),YES,1,12
203971058,101,[IFCE-Campus Crato] Access Violation,13,H,C++11,H.cpp,judged,teambrbr52 (101),YES,1,13
204103159,101,[IFCE] O importante é não zerar!,13,H,C++11,H.cpp,judged,teambrbr19 (101),YES,1,13
204189160,101,[UEFS] bit please;,13,H,C++11,H.cpp,judged,teambrbr71 (101),YES,1,13
204196461,101,[UNESP-Bauru] UNESP Bauru,13,H,C++11,h.cpp,judged,teambrbr11 (101),YES,1,13
204262262,101,[UFPE] Veteranos Bolados,13,C,C++11,C.cpp,judged,teambrbr37 (101),NO - Wrong answer,0,7
204333863,101,[UFRGS] #include __FILE__,13,H,C++11,h.cpp,judged,teambrbr35 (101),YES,1,13
204350764,101,[UFPE] ALT,13,C,C++11,c.cpp,judged,teambrbr12 (101),YES,1,25
204366065,101,[UFMA] Simone e Simara UFMA,13,H,C++11,H.cpp,judged,teambrbr9 (101),NO - Wrong answer,0,0
204568266,101,[UFMT-Cuiabá] NUll TItle,14,H,Python3,H.py3,judged,teambrbr45 (101),YES,1,14
204726567,101,[USP-São Carlos] Trei Linha,14,H,C++11,h.cpp,judged,teambrbr55 (101),YES,1,24
204831568,101,[UFRN] Ginga com Tapioca,14,C,C++11,C.cpp,judged,teambrbr48 (101),YES,1,23
205880969,101,[UFS] 80km é 80km @do,16,H,C++11,H.cpp,judged,teambrbr60 (101),YES,1,16
205893970,101,[IFPB-João Pessoa] Nome Provisório,16,H,C++11,H.cpp,judged,teambrbr38 (101),YES,1,16
207516271,101,[UNIOESTE-Cascavel] Ops! Solução Trivial,19,C,C++11,a.cpp,judged,teambrbr41 (101),YES,1,22
207565072,101,[UESPI] Dragon Ball C,19,H,Python3,h.py,judged,teambrbr10 (101),YES,1,19
208185173,101,[UFPE] Veteranos Bolados,20,C,C++11,C.cpp,judged,teambrbr37 (101),NO - Wrong answer,0,7
208500774,101,[CEULJI-ULBRA] Javainois,20,H,Java,H.java,judged,teambrbr7 (101),YES,1,20
208524675,101,[UFRJ] Esse é meu time,20,C,C++11,c.cpp,judged,teambrbr29 (101),YES,1,25
208586076,101,"[USP] ¯\\_( ""/ )_/¯",20,C,C++11,C.cpp,judged,teambrbr44 (101),YES,1,28
208853177,101,[UFCG] Choose difficulty: TITAN,21,C,C++11,C.cpp,judged,teambrbr3 (101),YES,1,28
208953078,101,[IME] Lorem Ipsum,21,C,C++11,c.cpp,judged,teambrbr13 (101),NO - Wrong answer,0,9
209008779,101,[UFV-DPI] Teoria dos Papibaquígrafos,21,C,C++11,c.cpp,judged,teambrbr36 (101),YES,1,31
209121880,101,[UFT] C de Carrasco,21,H,C++11,H.cpp,judged,teambrbr20 (101),YES,1,21
209306881,101,[USP-São Carlos] Tô Nem Vendo,22,E,C++11,E.cpp,judged,teambrbr2 (101),YES,1,29
209474582,101,[USP] dog hits dog,22,C,C++11,C.cpp,judged,teambrbr69 (101),YES,1,28
209667983,101,[UnB-FGA] Teorema de Offson,22,E,C++11,E.cpp,judged,teambrbr34 (101),YES,1,28
209852184,101,[UECE] VDC,23,F,C++11,f.cpp,judged,teambrbr23 (101),NO - Wrong answer,0,5
210762385,101,[UFG] Monkeys,24,C,C++11,C.cpp,judged,teambrbr53 (101),YES,1,30
210885786,101,[PUC-Rio] NP-Drada,24,C,C++11,f.cpp,judged,teambrbr59 (101),YES,1,30
211485787,101,[UFCG] Se juntas causa imagina juntas,25,E,C++11,E.cpp,judged,teambrbr61 (101),YES,1,30
211529188,101,[IME] Lorem Ipsum,25,C,C++11,c.cpp,judged,teambrbr13 (101),NO - Wrong answer,0,9
211794889,101,[UFPE] Veteranos Bolados,26,C,C++11,C.cpp,judged,teambrbr37 (101),NO - Time limit exceeded,0,7
211981190,101,[UFMA] Simone e Simara UFMA,26,H,C++11,H.cpp,judged,teambrbr9 (101),YES,1,46
212152091,101,[INATEL] stormtroop3rs [C],26,C,C++11,C.cpp,judged,teambrbr66 (101),NO - Wrong answer,0,6
212228792,101,[UNIFESO] 100^o,27,E,C++11,e.cpp,judged,teambrbr40 (101),YES,1,35
212238493,101,[Mackenzie] RALÔTIM,27,H,Java,H.java,judged,teambrbr47 (101),YES,1,27
212674694,101,[UFU] Ahozinho com Feijão,27,C,C++11,C.cpp,judged,teambrbr64 (101),YES,1,31
212987095,101,[UFMG] Trupe da Biologia,28,C,C++11,c.cpp,judged,teambrbr18 (101),NO - Wrong answer,0,7
213028196,101,[ITA] CalopsITA,28,C,C++11,C.cpp,judged,teambrbr56 (101),NO - Wrong answer,0,4
213804897,101,[UERJ] Algum Ritmo,29,C,C++11,C.cpp,judged,teambrbr26 (101),YES,1,33
213967798,101,[UFRN] Ginga com Tapioca,29,E,C++11,E.cpp,judged,teambrbr48 (101),YES,1,52
214084899,101,"[USP] ¯\\_( ""/ )_/¯",30,E,C++11,E.cpp,judged,setter5 (1),NO - Output format error,0,28
214123500,101,[UFBA] Bira e seus craques,30,C,C++11,C.cpp,judged,teambrbr54 (101),YES,1,34
214211101,101,[USP-São Carlos] Tô Nem Vendo,30,C,C++11,c.cpp,judged,teambrbr2 (101),YES,1,59
214675802,101,[URI - Erechim] URI Luminatti,31,C,C++11,c.cpp,judged,teambrbr32 (101),NO - Wrong answer,0,4
215257403,101,[UFSCar-Sorocaba] C ilá,32,C,C++11,C.cpp,judged,teambrbr16 (101),YES,1,38
215523304,101,[IME] Lorem Ipsum,32,C,C++11,c.cpp,judged,teambrbr13 (101),NO - Wrong answer,0,9
215717405,101,[URI - Erechim] URI Luminatti,32,C,C++11,c.cpp,judged,teambrbr32 (101),YES,1,56
216065506,101,[UFPE] ALT,33,E,C++11,e.cpp,judged,teambrbr12 (101),YES,1,58
216263007,101,[UnB-FGA] Teorema de Offson,33,F,C++11,F.cpp,judged,teambrbr34 (101),YES,1,61
216610908,101,[IFNMG-Montes Claros] Na zdrowie!,34,H,C++11,H.cpp,judged,teambrbr43 (101),YES,1,34
216827709,101,[UFMG] Trupe da Biologia,34,E,C++11,e.cpp,judged,teambrbr18 (101),YES,1,41
217442510,101,[UnB] Turkeys,35,C,C++11,C.cpp,judged,teambrbr42 (101),NO - Time limit exceeded,0,3
217613911,101,[UFMG] Trupe da Biologia,36,C,C++11,c.cpp,judged,teambrbr18 (101),YES,1,97
217688012,101,[UFCG] Se juntas causa imagina juntas,36,C,C++11,C.cpp,judged,teambrbr61 (101),YES,1,66
217718613,101,"[USP] ¯\\_( ""/ )_/¯",36,E,C++11,E.cpp,judged,teambrbr44 (101),YES,1,84
217994614,101,[UFPE] Veteranos Bolados,36,C,C++11,C.cpp,judged,teambrbr37 (101),NO - Wrong answer,0,7
218083515,101,[UFRGS] #include __FILE__,36,C,C++11,c.cpp,judged,teambrbr35 (101),NO - Wrong answer,0,13
218732516,101,[USP-São Carlos] Trei Linha,37,C,C++11,C.cpp,judged,teambrbr55 (101),YES,1,61
219347017,101,[INATEL] stormtroop3rs [C],38,C,C++11,C.cpp,judged,teambrbr66 (101),YES,1,64
220025718,101,"[USP] ¯\\_( ""/ )_/¯",40,J,C++11,J.cpp,judged,teambrbr44 (101),YES,1,124
220085019,101,[UnB] Turkeys,40,C,C++11,C.cpp,judged,teambrbr42 (101),NO - Time limit exceeded,0,3
220299420,101,[UFCG] Choose difficulty: TITAN,40,E,C++11,E.cpp,judged,teambrbr3 (101),YES,1,68
220512621,101,[USP] dog hits dog,40,E,C++11,E.cpp,judged,judge10 (1),NO - Output format error,0,28
221291822,101,[URI - Erechim] URI Luminatti,42,E,C++11,e.cpp,judged,teambrbr32 (101),YES,1,98
221360923,101,[ITA] CalopsITA,42,E,C++11,E.cpp,judged,teambrbr56 (101),NO - Wrong answer,0,4
222516824,101,[USP] dog hits dog,44,E,C++11,E.cpp,judged,teambrbr69 (101),YES,1,92
222867625,101,[UFG] Monkeys,44,E,C++11,E.cpp,judged,teambrbr53 (101),NO - Wrong answer,0,30
223477226,101,[UEA] Wesley e os Safadões,45,C,C++11,c.cpp,judged,teambrbr4 (101),NO - Wrong answer,0,2
223483127,101,[UFU] Ahozinho com Feijão,45,I,C++11,I.cpp,judged,teambrbr64 (101),YES,1,76
223644228,101,[IME] Lorem Ipsum,46,M,C++11,m.cpp,judged,teambrbr13 (101),NO - Wrong answer,0,9
224707729,101,[UFRJ] Esse é meu time,47,B,C++11,b.cpp,judged,teambrbr29 (101),YES,1,72
225022530,101,[UFPE] ALT,48,J,C++11,j.cpp,judged,teambrbr12 (101),NO - Wrong answer,0,58
225173231,101,[UNIOESTE-Cascavel] Ops! Solução Trivial,48,E,C++11,a.cpp,judged,teambrbr41 (101),YES,1,70
225364232,101,[UFRGS] #include __FILE__,48,E,C++11,e.cpp,judged,teambrbr35 (101),NO - Wrong answer,0,13
225411933,101,[UFRN] Ginga com Tapioca,49,F,C++11,F.cpp,judged,teambrbr48 (101),NO - Wrong answer,0,52
225589334,101,[UnB-FGA] Teorema de Offson,49,C,C++11,C.cpp,judged,teambrbr34 (101),YES,1,110
225601135,101,[Mackenzie] RALÔTIM,49,F,Java,F.java,judged,teambrbr47 (101),NO - Wrong answer,0,27
226585136,101,[USP-São Carlos] Trei Linha,50,I,C++11,I.cpp,judged,teambrbr55 (101),NO - Wrong answer,0,61
226735737,101,[UFPI] Cafeína Overflow,51,C,C++11,C.cpp,judged,judge10 (1),NO - Runtime error,0,10
227066138,101,[IME] Lorem Ipsum,51,C,C++11,c.cpp,judged,teambrbr13 (101),YES,1,120
227303239,101,[IFCE] O importante é não zerar!,52,C,C++11,C.cpp,judged,teambrbr19 (101),YES,1,65
228030540,101,[UFRN] Ginga com Tapioca,53,F,C++11,F.cpp,judged,teambrbr48 (101),YES,1,125
228770541,101,[CEFET-MG-Timóteo] CEFETIM,54,F,Java,F.java,judged,teambrbr57 (101),NO - Wrong answer,0,7
229195042,101,[UFG] Monkeys,55,E,C++11,E.cpp,judged,teambrbr53 (101),NO - Wrong answer,0,30
229340943,101,[UFU-Monte Carmelo] Bit Please,55,C,C++11,C.cpp,judged,teambrbr50 (101),YES,1,60
229474744,101,[UNIFEI-Itajubá] Nuclear Coders,55,C,C++11,c.cpp,judged,teambrbr72 (101),YES,1,60
229561145,101,[FEI] Desistiu???,55,C,C++11,c.cpp,judged,teambrbr1 (101),YES,1,67
229616246,101,[UFAL] Gemidão da Maratona,56,C,C++11,c.cpp,judged,setter6 (1),NO - Runtime error,0,6
229727847,101,[UDESC] Traveling Balloonsmen,56,C,C++11,a.cpp,judged,teambrbr67 (101),YES,1,61
229884948,101,[UNITAU] O Legado de Maldito,56,E,Python3,e.py,judged,teambrbr39 (101),NO - Wrong answer,0,9
229899149,101,[Mackenzie] RALÔTIM,56,F,Java,F.java,judged,teambrbr47 (101),NO - Wrong answer,0,27
230023050,101,[USP-São Carlos] Trei Linha,56,I,C++11,I.cpp,judged,teambrbr55 (101),NO - Wrong answer,0,61
230247151,101,[FACOM-UFMS] Só queria fazer joguinho,57,C,C++11,C.cpp,judged,teambrbr63 (101),YES,1,68
230966652,101,[UFCG] Choose difficulty: TITAN,58,F,C++11,F.cpp,judged,teambrbr3 (101),YES,1,126
230984453,101,[CEFET-MG-Timóteo] CEFETIM,58,C,Java,C.java,judged,teambrbr57 (101),YES,1,65
231204054,101,[UFSCar] vai_na.sort(),58,C,C++11,c.cpp,judged,teambrbr22 (101),YES,1,65
231253155,101,[UTFPR-Ponta Grossa] BugBusters,58,C,C++11,c.cpp,judged,teambrbr58 (101),NO - Wrong answer,0,11
231387356,101,[UECE] VDC,58,F,C++11,f.cpp,judged,teambrbr23 (101),YES,1,83
231691757,101,[ESPM] Array of Thrones,59,C,Java,C.java,judged,teambrbr65 (101),YES,1,70
232208458,101,[INATEL] stormtroop3rs [C],60,E,C++11,E.cpp,judged,teambrbr66 (101),YES,1,124
232535359,101,[UFAC] IRMÃO OLHO,60,H,Java,H.java,judged,setter5 (1),NO - Runtime error,0,0
232542860,101,[UFAL] Gemidão da Maratona,60,C,C++11,c.cpp,judged,teambrbr68 (101),YES,1,86
233162161,101,[UFMT-Cuiabá] NUll TItle,61,E,Python3,E.py3,judged,teambrbr45 (101),NO - Wrong answer,0,14
233169262,101,[USP-São Carlos] Tô Nem Vendo,61,F,C++11,f.cpp,judged,teambrbr2 (101),NO - Time limit exceeded,0,59
233197663,101,[UFCG] Se juntas causa imagina juntas,61,I,C++11,I.cpp,judged,teambrbr61 (101),YES,1,127
233643064,101,[UFPI] Cafeína Overflow,62,C,C++11,C.cpp,judged,teambrbr27 (101),NO - Wrong answer,0,10
233803365,101,[UnB] Turkeys,63,J,C++11,J.cpp,judged,teambrbr42 (101),YES,1,66
234341666,101,[UPF] Skynet dos Pampas,63,C,C++11,C.cpp,judged,teambrbr6 (101),NO - Wrong answer,0,10
234403967,101,[UFMG] Trupe da Biologia,64,F,C++11,f.cpp,judged,teambrbr18 (101),YES,1,161
234485868,101,[UFPE] ALT,64,F,C++11,f.cpp,judged,teambrbr12 (101),NO - Wrong answer,0,58
234792369,101,[UNIFESO] 100^o,64,C,C++11,c.cpp,judged,teambrbr40 (101),NO - Wrong answer,0,35
235154370,101,[UFES] Over9k,65,C,C++11,C.cpp,judged,teambrbr49 (101),YES,1,74
235251571,101,[UFPR] YouShallNot.cpp,65,C,C++11,C.cpp,judged,teambrbr5 (101),NO - Wrong answer,0,7
235827972,101,[UFV-Rio Paranaiba] while(1),66,C,C++11,C.cpp,judged,teambrbr15 (101),NO - Wrong answer,0,8
235983773,101,[UNIOESTE-Foz do Iguaçu] That Was Easy,66,C,C++11,C.cpp,judged,teambrbr62 (101),YES,1,76
236003174,101,[UNIFEI-Itajubá] Nuclear Coders,66,E,C++11,e.cpp,judged,teambrbr72 (101),YES,1,126
236072575,101,[UFPB] fuze,66,C,C++11,C.cpp,judged,teambrbr14 (101),NO - Wrong answer,0,3
236108876,101,[UFPE] Veteranos Bolados,66,C,C++11,C.cpp,judged,teambrbr37 (101),YES,1,153
236627777,101,[UFBA] Bira e seus craques,67,E,C++11,E.cpp,judged,teambrbr54 (101),NO - Wrong answer,0,34
237409078,101,[UFG] Monkeys,69,F,C++11,F.cpp,judged,teambrbr53 (101),YES,1,99
237717579,101,[UFPE] ALT,69,J,C++11,j.cpp,judged,teambrbr12 (101),YES,1,147
237812380,101,[INATEL] stormtroop3rs [C],69,F,C++11,F.cpp,judged,teambrbr66 (101),NO - Time limit exceeded,0,124
237828581,101,[UEA] Wesley e os Safadões,69,C,C++11,c.cpp,judged,teambrbr4 (101),NO - Wrong answer,0,2
237983782,101,[UTFPR-Ponta Grossa] BugBusters,69,C,C++11,c.cpp,judged,teambrbr58 (101),NO - Wrong answer,0,11
238027483,101,[CEFET-MG-C2] Ceferberus,70,C,C++11,c.cpp,judged,teambrbr8 (101),NO - Wrong answer,0,10
238147084,101,[UFRGS] #include __FILE__,70,C,C++11,c2.cpp,judged,teambrbr35 (101),NO - Wrong answer,0,13
238538885,101,[ITA] CalopsITA,70,C,C++11,C.cpp,judged,teambrbr56 (101),NO - Wrong answer,0,4
239686386,101,[UFPE] Veteranos Bolados,72,E,C++11,E.cpp,judged,teambrbr37 (101),YES,1,225
240180787,101,[UnB-FGA] Teorema de Offson,73,I,C++11,I.cpp,judged,teambrbr34 (101),NO - Wrong answer,0,110
240346888,101,[UFPel] Time da Jaula,73,C,C++11,c2.cpp,judged,teambrbr25 (101),YES,1,82
240412389,101,[UFMA] Simone e Simara UFMA,74,D,C++11,D.cpp,judged,teambrbr9 (101),NO - Wrong answer,0,46
240623990,101,[UNITAU] O Legado de Maldito,74,C,C++11,c.cpp,judged,teambrbr39 (101),NO - Wrong answer,0,9
240656191,101,[UFG] Monkeys,74,E,C++11,E.cpp,judged,teambrbr53 (101),YES,1,213
241019692,101,[USP-São Carlos] Trei Linha,75,I,C++11,I.cpp,judged,teambrbr55 (101),YES,1,176
241101293,101,[UECE] VDC,75,C,C++11,c.cpp,judged,teambrbr23 (101),YES,1,158
241115794,101,[IME] Lorem Ipsum,75,E,C++11,e.cpp,judged,teambrbr13 (101),NO - Wrong answer,0,120
241378795,101,[UFFS] aBNT Tigers,75,C,C++11,b.cpp,judged,teambrbr21 (101),NO - Wrong answer,0,9
241902896,101,[UFPB] fuze,76,C,C++11,C.cpp,judged,teambrbr14 (101),NO - Wrong answer,0,3
242299497,101,[UNICAMP] Six Balls,77,E,C++11,e.cpp,judged,teambrbr31 (101),YES,1,88
242335498,101,[UFAC] IRMÃO OLHO,77,H,Java,H.java,judged,judge5 (1),NO - Runtime error,0,0
242980499,101,[ITA] CalopsITA,78,F,C++11,F.cpp,judged,teambrbr56 (101),NO - Wrong answer,0,4
243319700,101,"[USP] ¯\\_( ""/ )_/¯",78,F,C++11,F.cpp,judged,teambrbr44 (101),NO - Wrong answer,0,124
243595701,101,[INATEL] stormtroop3rs [C],79,F,C++11,F.cpp,judged,setter6 (1),NO - Runtime error,0,124
243892702,101,[UFRN] Ginga com Tapioca,79,I,C++11,I.cpp,judged,teambrbr48 (101),YES,1,204
244689303,101,[UFPR] YouShallNot.cpp,81,C,C++11,C.cpp,judged,teambrbr5 (101),NO - Wrong answer,0,7
244953704,101,[UNESP-Bauru] UNESP Bauru,81,C,C++11,c.cpp,judged,teambrbr11 (101),NO - Wrong answer,0,13
245001405,101,[USP] dog hits dog,81,F,C++11,F.cpp,judged,teambrbr69 (101),NO - Wrong answer,0,92
245087706,101,[UFCG] Choose difficulty: TITAN,81,I,C++11,I.cpp,judged,teambrbr3 (101),YES,1,207
245388507,101,[IME] Lorem Ipsum,82,E,C++11,e.cpp,judged,teambrbr13 (101),YES,1,222
245619208,101,[ITA] CalopsITA,82,E,C++11,E.cpp,judged,teambrbr56 (101),YES,1,106
245916009,101,[UFFS] aBNT Tigers,83,C,C++11,C.cpp,judged,teambrbr21 (101),NO - Wrong answer,0,9
245971510,101,[UPF] Skynet dos Pampas,83,C,C++11,C.cpp,judged,teambrbr6 (101),YES,1,113
246166611,101,[UnB-FGA] Teorema de Offson,83,I,C++11,I.cpp,judged,teambrbr34 (101),NO - Time limit exceeded,0,110
246936412,101,[UFRJ] Esse é meu time,84,E,C++11,e.cpp,judged,teambrbr29 (101),NO - Wrong answer,0,72
247047613,101,[UFV-Rio Paranaiba] while(1),85,F,C++11,F.cpp,judged,teambrbr15 (101),NO - Wrong answer,0,8
247109114,101,[UNIOESTE-Cascavel] Ops! Solução Trivial,85,I,C++11,a.cpp,judged,setter10 (1),NO - Runtime error,0,70
247155615,101,[UFCG] Se juntas causa imagina juntas,85,F,C++11,F.cpp,judged,teambrbr61 (101),NO - Wrong answer,0,127
247423516,101,[CEFET-MG-C2] Ceferberus,85,C,C++11,c.cpp,judged,teambrbr8 (101),NO - Wrong answer,0,10
247510517,101,[USP-São Carlos] Trei Linha,85,F,C++11,F.cpp,judged,teambrbr55 (101),YES,1,261
247603618,101,[UFMG] Trupe da Biologia,86,I,C++11,i.cpp,judged,teambrbr18 (101),YES,1,247
247607119,101,[UNIFESO] 100^o,86,C,C++11,c.cpp,judged,teambrbr40 (101),NO - Wrong answer,0,35
248353020,101,[INATEL] stormtroop3rs [C],87,F,C++11,F.cpp,judged,teambrbr66 (101),NO - Wrong answer,0,124
248433621,101,[UEFS] bit please;,87,C,C++11,C.cpp,judged,teambrbr71 (101),NO - Wrong answer,0,13
248436422,101,[UFAC] IRMÃO OLHO,87,H,Java,H.java,judged,setter6 (1),NO - Runtime error,0,0
248481223,101,[IFPB-João Pessoa] Nome Provisório,87,C,C++11,C.cpp,judged,teambrbr38 (101),NO - Wrong answer,0,16
248944224,101,"[USP] ¯\\_( ""/ )_/¯",88,I,C++11,I.cpp,judged,teambrbr44 (101),YES,1,212
249444425,101,[IFTM-UPT] D_bug,89,C,C++11,C.cxx,judged,setter6 (1),NO - Runtime error,0,11
249782526,101,[UFSCar-Sorocaba] C ilá,89,F,C++11,F.cpp,judged,teambrbr16 (101),NO - Wrong answer,0,38
249821527,101,[USP] dog hits dog,89,J,C++11,J.cpp,judged,teambrbr69 (101),NO - Wrong answer,0,92
250155228,101,[IFCE-Campus Crato] Access Violation,90,C,C++11,C.cpp,judged,teambrbr52 (101),YES,1,103
250483829,101,[ITA] CalopsITA,90,C,C++11,C2.cpp,judged,teambrbr56 (101),NO - Wrong answer,0,106
250520130,101,[UFRJ] Esse é meu time,90,E,C++11,e.cpp,judged,teambrbr29 (101),YES,1,182
250542931,101,[UFPB] fuze,90,C,C++11,C.cpp,judged,teambrbr14 (101),NO - Wrong answer,0,3
250601532,101,[UnB-FGA] Teorema de Offson,91,I,C++11,I.cpp,judged,teambrbr34 (101),YES,1,241
250754633,101,[UFMA] Simone e Simara UFMA,91,C,C++11,C.cpp,judged,teambrbr9 (101),YES,1,137
250797234,101,[UNIFESO] 100^o,91,C,C++11,c.cpp,judged,teambrbr40 (101),NO - Wrong answer,0,35
250933835,101,[UNIOESTE-Cascavel] Ops! Solução Trivial,91,I,C++11,a.cpp,judged,teambrbr41 (101),YES,1,181
251039436,101,[UFPI] Cafeína Overflow,91,C,C++11,C.cpp,judged,teambrbr27 (101),NO - Wrong answer,0,10
251583937,101,[UFPE] ALT,92,I,C++11,i.cpp,judged,teambrbr12 (101),NO - Wrong answer,0,147
