#,Site,User,Time,Problem,Language,Filename,Status,Judge (Site),Answer,AnswerBin,Penalty
46,1,[IFSC-USP] IFSC - Schrödingers Katze,11,D,C++,D.cpp,judged,juiz4 (1),YES,1,17
47,1,[UFES] ETROPUS,11,D,C,d.c,judged,juiz6 (1),YES,1,11
48,1,[ITA] MargarITA,11,H,C++,h.cpp,judged,juiz2 (1),YES,1,11
49,1,[UFG] Monkeys,11,D,C++,D.cpp,judged,juiz4 (1),YES,1,11
50,1,[UFMG] UFMG Starters Edition,12,D,C++,d.cpp,judged,juiz6 (1),YES,1,12
51,1,[UFMG] UFMG In rand() we trust!,12,D,C++,d.cpp,judged,juiz3 (1),YES,1,12
52,1,[IME-RJ] Timelhosa,12,D,C++,D.cpp,judged,juiz3 (1),YES,1,12
53,1,[FACOMUFU] Chinelada na Orelha,13,H,C++,a.cpp,judged,juiz4 (1),YES,1,13
54,1,[UECE] Colecionadores de Balões,13,D,C++,different.cpp,judged,juiz6 (1),YES,1,13
55,1,[UFRN] Absurdo Clássico - Agora Vai!,13,H,C++,H.cpp,judged,juiz2 (1),YES,1,22
56,1,[UNICAMP] Os Cartolas,14,H,C++,h.cpp,judged,juiz2 (1),YES,1,20
57,1,[UFSC] Gargamels Team,14,D,C,d.c,judged,juiz2 (1),YES,1,14
58,1,[UNIFEI] while (c==8),14,D,C++,D.cpp,judged,juiz2 (1),YES,1,14
59,1,"[ITA] jQuery bool, jQuery char!",15,H,C++,hours.cpp,judged,juiz2 (1),YES,1,26
60,1,[ITA] MargarITA,15,D,C++,d.cpp,judged,juiz5 (1),YES,1,26
61,1,[PUC-RJ] Stalingrafo,15,D,C++,D.cpp,judged,juiz6 (1),YES,1,15
62,1,[FATEC-Mogi] Já Chegou o Disco Voador,15,D,Java,D.java,judged,juiz6 (1),YES,1,15
63,1,[UFS] Y U no accept?,15,D,C++,d.cpp,judged,juiz5 (1),YES,1,15
64,1,[UFPR] Berro Trypanossomático,15,H,C++,H.cpp,judged,juiz6 (1),YES,1,15
65,1,[POLI-USP] Vruum,16,D,C++,d.cpp,judged,juiz2 (1),YES,1,16
66,1,[UERJ] MOJUCA,16,H,C++,H.cpp,judged,juiz2 (1),YES,1,23
67,1,[UFG] Monkeys,17,H,C++,H.cpp,judged,juiz4 (1),YES,1,28
68,1,[UTFPR] sudo make a sandwich,17,H,C++,H.cpp,judged,juiz2 (1),YES,1,25
69,1,[UNICAMP] PhD na área;,19,H,C++,h.cpp,judged,juiz6 (1),NO - Wrong answer,0,7
70,1,[UFRGS] Knights of The Round Robin,19,H,C++,H.cpp,judged,juiz2 (1),YES,1,30
71,1,[UNOESTE] Unoeste WJR,19,H,C++,hm.cpp,judged,juiz3 (1),YES,1,19
72,1,[DCC-UFRJ] using namespace none;,19,H,C++,H.cpp,judged,juiz2 (1),YES,1,29
73,1,[URI] PontoCPP,19,H,C++,h.cpp,judged,juiz2 (1),YES,1,19
74,1,[UEFS] Untitled.c,20,H,C,H.c,judged,juiz3 (1),YES,1,20
75,1,[IME-RJ] Timelhosa,20,H,C++,H.cpp,judged,juiz3 (1),NO - Wrong answer,0,12
76,1,[IME-USP] ASA,21,H,C++,h.cpp,judged,juiz3 (1),YES,1,29
77,1,[UFMS] Largest Living Rodent,21,H,C,H.c,judged,juiz3 (1),YES,1,21
78,1,[UFPR] Berro Trypanossomático,21,D,C++,D.cpp,judged,juiz2 (1),YES,1,36
79,1,[UNIOESTE-Cascavel] Não Entre em Pânico,21,H,C++,H.cpp,judged,juiz3 (1),YES,1,21
80,1,[UFMG] UFMG In rand() we trust!,21,H,C++,H.cpp,judged,juiz3 (1),YES,1,33
81,1,[UFPE] Coração das Cartas,21,H,C++,H.cpp,judged,juiz3 (1),YES,1,32
82,1,[UNIARARAS] Grupo Gama,21,D,C,D.c,judged,juiz2 (1),YES,1,21
83,1,[FATEC-AM] a; DROP TABLEuser; --,21,D,C++,D.cpp,judged,juiz3 (1),YES,1,21
84,1,[UFSC] Gargamels Team,22,H,C,h.c,judged,juiz2 (1),YES,1,36
85,1,[UNIFEI] while (c==8),23,H,C++,H.cpp,judged,juiz3 (1),NO - Wrong answer,0,14
86,1,[UDESC] Spanish Inquisition,23,D,C++,D.cpp,judged,juiz6 (1),YES,1,34
87,1,[UFCG] #include <RijeéL>,23,H,C++,H.cpp,judged,juiz2 (1),YES,1,31
88,1,[UFV] Time do Feipa,24,H,C++,H.cpp,judged,juiz2 (1),YES,1,32
89,1,[PUC-RJ] Stalingrafo,24,H,C++,H.cpp,judged,juiz2 (1),YES,1,39
